Detector,E_log,LogCounts,y_calibrated,ydy
# Detector n:            1   Engy_SV,4.8231784822393095e-05,0.0,940.9771877763113,0.0
# Detector n:            1   Engy_SV,5.011872336272725e-05,0.0,977.7903832184592,0.0
# Detector n:            1   Engy_SV,5.207948328595465e-05,0.0,1016.043795677838,0.0
# Detector n:            1   Engy_SV,5.411695265464638e-05,0.0,1055.7937697621849,0.0
# Detector n:            1   Engy_SV,5.6234132519034914e-05,0.0,1097.0988544100996,0.0
# Detector n:            1   Engy_SV,5.843414133735175e-05,0.0,1140.0198891295472,0.0
# Detector n:            1   Engy_SV,6.072021956909884e-05,0.0,1184.620093610209,0.0
# Detector n:            1   Engy_SV,6.30957344480193e-05,0.0,1230.9651608416743,0.0
# Detector n:            1   Engy_SV,6.556418494179785e-05,0.0,1279.1233538746296,0.0
# Detector n:            1   Engy_SV,6.812920690579608e-05,0.0,1329.1656063675737,0.0
# Detector n:            1   Engy_SV,7.079457843841374e-05,0.0,1381.1656270671426,0.0
# Detector n:            1   Engy_SV,7.356422544596408e-05,0.0,1435.2000083759553,0.0
# Detector n:            1   Engy_SV,7.64422274252601e-05,0.0,1491.3483391678792,0.0
# Detector n:            1   Engy_SV,7.943282347242821e-05,0.0,1549.6933220168796,0.0
# Detector n:            1   Engy_SV,8.25404185268019e-05,0.0,1610.3208950121566,0.0
# Detector n:            1   Engy_SV,8.576958985908947e-05,0.0,1673.3203583389438,0.0
# Detector n:            1   Engy_SV,8.91250938133746e-05,0.0,1738.784505811454,0.0
# Detector n:            1   Engy_SV,9.261187281287938e-05,0.0,1806.8097615516938,0.0
# Detector n:            1   Engy_SV,9.623506263980888e-05,0.0,1877.4963220154684,0.0
# Detector n:            1   Engy_SV,0.0001,0.0,1950.9483035747699,0.0
# Detector n:            1   Engy_SV,0.0001039122303835169,0.0,2027.2738958739294,0.0
# Detector n:            1   Engy_SV,0.00010797751623277095,0.0,2106.585521185417,0.0
# Detector n:            1   Engy_SV,0.0001122018454301963,0.0,2189.0,0.0
# Detector n:            1   Engy_SV,0.00011659144011798311,0.0,2274.638723095185,0.0
# Detector n:            1   Engy_SV,0.00012115276586285878,0.0,2363.627830335356,0.0
# Detector n:            1   Engy_SV,0.00012589254117941664,0.0,2456.098396466997,0.0
# Detector n:            1   Engy_SV,0.0001308177474260193,0.0,2552.1866241826506,0.0
# Detector n:            1   Engy_SV,0.0001359356390878527,0.0,2652.034044737984,0.0
# Detector n:            1   Engy_SV,0.00014125375446227554,0.0,2755.7877264174354,0.0
# Detector n:            1   Engy_SV,0.00014677992676220708,0.0,2863.6004911555688,0.0
# Detector n:            1   Engy_SV,0.00015252229565390198,0.0,2975.6311396330957,0.0
# Detector n:            1   Engy_SV,0.00015848931924611142,0.0,3092.0446851792117,0.0
# Detector n:            1   Engy_SV,0.00016468978654828688,0.0,3213.012596824712,0.0
# Detector n:            1   Engy_SV,0.0001711328304161781,0.0,3338.713051863914,0.0
# Detector n:            1   Engy_SV,0.0001778279410038923,0.0,3469.331198297379,0.0
# Detector n:            1   Engy_SV,0.0001847849797422291,0.0,3605.0594275420003,0.0
# Detector n:            1   Engy_SV,0.00019201419386388014,0.0,3746.097657810139,0.0
# Detector n:            1   Engy_SV,0.0001995262314968879,0.0,3892.6536285752027,0.0
# Detector n:            1   Engy_SV,0.00020733215734859543,0.0,4044.943206557395,0.0
# Detector n:            1   Engy_SV,0.00021544346900318823,0.0,4203.190703680336,0.0
# Detector n:            1   Engy_SV,0.00022387211385683378,0.0,4367.629207466875,0.0
# Detector n:            1   Engy_SV,0.0002326305067153624,0.0,4538.500924360754,0.0
# Detector n:            1   Engy_SV,0.00024173154808041064,0.0,4716.057536479801,0.0
# Detector n:            1   Engy_SV,0.0002511886431509582,0.0,4900.5605723261015,0.0
# Detector n:            1   Engy_SV,0.00026101572156825384,0.0,5092.281791999293,0.0
# Detector n:            1   Engy_SV,0.000271227257933203,0.0,5291.503587480189,0.0
# Detector n:            1   Engy_SV,0.0002818382931264455,0.0,5498.519398574475,0.0
# Detector n:            1   Engy_SV,0.00029286445646252375,0.0,5713.634145129077,0.0
# Detector n:            1   Engy_SV,0.00030432198871077225,0.0,5937.164676157813,0.0
# Detector n:            1   Engy_SV,0.00031622776601683794,0.0,6169.440236537892,0.0
# Detector n:            1   Engy_SV,0.0003285993247600654,0.0,6410.802951964644,0.0
# Detector n:            1   Engy_SV,0.0003414548873833601,0.0,6661.608332878804,0.0
# Detector n:            1   Engy_SV,0.0003548133892335753,0.0,6922.225798108582,0.0
# Detector n:            1   Engy_SV,0.00036869450645195733,0.0,7193.039218997831,0.0
# Detector n:            1   Engy_SV,0.00038311868495572853,0.0,7474.447484821752,0.0
# Detector n:            1   Engy_SV,0.00039810717055349697,0.0,7766.8650903229645,0.0
# Detector n:            1   Engy_SV,0.0004136820402388503,0.0,8070.722746233346,0.0
# Detector n:            1   Engy_SV,0.0004298662347082281,0.0,8386.468013680915,0.0
# Detector n:            1   Engy_SV,0.00044668359215096354,0.0,8714.565963416066,0.0
# Detector n:            1   Engy_SV,0.0004641588833612783,0.0,9055.499860828453,0.0
# Detector n:            1   Engy_SV,0.00048231784822393094,0.0,9409.771877763113,0.0
